	HSC1	HSC1	HSC1	HSC1	HSC1	HSC1	HSC1	HSC1	HSC1	HSC1	HSC1	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	HSC2	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP1	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	MPP2	CLP	CLP	CLP	CLP	CLP	CLP	CLP	CLP	CLP	CLP	CLP	CLP	CLP	CLP	CLP	CLP	CLP	CLP	CLP	CLP	CLP	CLP	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP1	CMP2	CMP2	CMP2	CMP2	CMP2	CMP2	CMP2	CMP2	CMP2	CMP2	CMP2	CMP2	CMP2	CMP2	CMP2	CMP2	CMP2	CMP2	CMP2	CMP2	CMP2	CMP2	CMP2	GMP	GMP	GMP	GMP	GMP	GMP	GMP	GMP	GMP	GMP	GMP	GMP	GMP	GMP	GMP	GMP	GMP	GMP	GMP	GMP	GMP	GMP	GMP	GMP	MEP	MEP	MEP	MEP	MEP	MEP	MEP	MEP	MEP	MEP	MEP	MEP	MEP	MEP	MEP	MEP	MEP	MEP	MEP	MEP	MEP	MEP	MEP	MEP
CD52	6.479619558	0.0	0.0	5.550050917	0.0	0.0	0.0	0.0	7.455897877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.300901939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.82462496	6.830961641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.98898574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.201639163	8.075746672	4.418682513	0.0	0.0	0.0	6.152691888	0.0	0.0	0.0	7.390877719	7.368280543	7.987791106	0.0	0.0	0.0	9.152406578	8.35376487	0.0	7.276886803	5.675309174	7.436290315	7.298229584	9.076731822	0.0	8.552908425	0.0	0.0	9.155024703	6.223189969	8.494656522	5.533646843	7.346729776	10.70964185	6.800306273	6.591157114	0.0	9.350598742	8.789501599	8.463640191	7.88688133	8.000318828	9.670709733	9.665971814	10.89368426	7.052647941	7.443439366	10.21051261	9.619364316	8.73437329	8.147421489	10.74526843	9.01854269	8.92855611	9.351327209	7.413279851	10.33064887	9.53421412	8.161414985	9.946834307	11.21509148	7.068951693	10.34784729	8.406226011	9.490209075	9.51362105	8.805644459	10.40697195	8.74333601	7.334194579	8.948676447	9.499347892	8.631868568	9.671182348	9.464993276	9.41866852	7.381995652	0.0	6.423474346	9.865509315	8.900692609	10.495057	8.321460289	9.716970916	12.1008653	11.6911789	10.6314924	10.15591794	9.88219355	10.03437105	10.97396943	9.638524125	9.296882433	9.204177989	12.10493597	11.72269511	7.433528564	9.890226972	9.621178599	0.0	10.37615782	10.67949097	10.35255036	9.102583383	8.132424001	7.147086649	3.817674072	8.971491967	7.636288512	9.387435673	0.0	0.0	9.487590944	0.0	10.71109684	0.0	6.609373115	8.79210213	0.0	0.0	8.530509708	8.442716671	0.0	8.936374323	8.967462235	6.804026204	6.325546138	6.738121128	7.961693437	9.481393418	10.15646125	0.0	0.0	10.1927237	6.981338439	7.790276888	0.0	0.0	8.88134086	3.755122664	12.06587961	10.39065917	0.0	7.668591867	11.08380011	0.0	5.494477391	8.001302132	7.2008291	7.953954118	7.422733739	11.48518119	0.0	7.955548087	8.728343939	8.09374383	6.230167804	10.58336194	10.39458241	10.13960095	7.311753016	11.59726133	9.055366746	9.874886974	11.91672998	9.267222004	7.826047489	7.949597269	10.21263004	12.21488702	11.48438359	6.927506143	10.05546901	9.880500057	9.667693093	9.609855469	9.931963106	12.50224366	10.70282685	11.5913599	10.16240234	7.1791922	0.0	11.19437306	11.18188494	7.98096119	11.53137425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.655350367	0.0	0.0	8.476998898	0.0	0.0	0.0	0.0	7.650188707	11.240447	0.0	0.0	0.0	0.0	0.0	7.480170233	0.0
Ifitm1	11.68853271	11.39068225	10.56184433	11.87429508	8.976571064	13.01407563	11.61925727	12.98507483	12.17704254	12.40112631	11.36106148	13.31099689	12.15097077	12.43800347	12.62699981	11.60667252	13.56437641	13.12528339	12.47183039	13.1901123	12.70927126	11.58351945	13.44497736	11.41366858	13.25541036	13.00464319	12.40257147	12.31847752	13.6621433	12.76173871	12.5571499	11.81880931	11.81052477	11.5925505	11.14648731	12.97553051	14.02751068	12.56457953	11.00976474	11.46213358	11.21298563	13.12956492	12.97288591	13.12112604	11.82257645	8.692080289	11.59148983	12.05372742	11.60848952	11.80106601	13.54977723	13.76947615	12.93179952	11.83086341	12.02862768	12.09340412	12.8529419	12.5662799	10.62720284	11.81662306	12.3228454	12.41342696	7.895977009	11.2570844	12.0387291	12.68535778	10.47756653	10.44409122	10.78028298	11.65367306	9.164878831	10.4567011	12.15150342	10.55933217	11.26287293	12.39656428	10.78502873	0.0	11.67242791	11.52762089	9.170139568	10.11902341	10.37691121	11.80934048	11.12371283	11.05260211	10.98938596	11.18977921	11.91628899	10.45562953	10.32715791	10.2051602	10.63933403	9.459896011	11.01401378	12.08853896	10.7796001	10.00955587	10.18803488	9.461615976	9.146496494	9.525760648	10.31586705	12.25480191	1.806124743	9.534910362	11.60970059	10.82541474	0.0	11.83269333	9.994926076	8.924907756	11.44835251	9.171078606	10.91168679	10.15642799	12.06672014	11.94475114	8.740577276	13.3309987	10.18775103	10.66092193	11.80667998	10.32000951	11.54977036	12.2194634	11.6771861	10.75790297	11.34859417	12.54179472	0.0	12.55333841	12.93542519	12.30818535	10.57232399	11.17427737	10.14648001	12.22002884	13.26171245	11.3517276	12.469587	9.771794383	12.99480156	11.06839864	0.0	0.0	0.0	0.0	10.9967613	0.0	6.174372081	9.073768785	4.470617765	0.0	0.0	9.577061627	0.0	0.0	0.0	2.840274022	0.0	0.0	8.182976402	9.972070053	0.0	0.0	8.727469511	10.04697274	9.23698912	0.0	14.41123429	9.517437537	9.692943736	0.0	11.14938782	8.100274508	10.0617195	8.620608541	9.604287972	11.41702292	1.648673471	1.733171012	0.0	7.024769424	10.29883818	9.317263973	13.02506511	11.04318137	11.61306721	11.48924209	10.21129637	8.743647011	8.924059865	0.0	9.473867263	10.77633517	0.0	8.501094974	14.37631692	9.068726476	0.0	9.634343789	11.57617442	11.18389709	10.02695904	13.44551449	10.11425146	9.629494472	7.525841635	9.356473836	7.48253806	0.0	12.24317408	9.781688655	9.870126329	11.71325274	8.709701129	12.167715	10.67293701	10.89525623	13.18947893	9.525695135	0.0	11.76450201	11.48830577	11.65289016	0.0	7.718573277	7.622055051	0.0	7.59695531	9.855328228	0.0	7.570136343	0.0	9.619174059	0.0	0.0	11.94131928	0.0	8.417717437	9.179099061	6.662537637	0.0	8.275915408	1.579926756	8.699182872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.312257894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.398777676	0.0	0.0	0.0	0.0	0.0	0.0
Cdkn3	0.0	0.0	0.0	0.0	8.293615527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.308034832	0.0	0.0	0.0	0.0	5.35128891	0.0	0.0	0.0	0.0	0.0	0.0	11.13794985	0.0	0.0	0.0	7.615772239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.53879922	10.76158637	0.0	0.0	0.0	0.0	10.92568806	0.0	0.0	0.0	0.0	0.0	0.0	7.516017538	7.400209145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.278167555	0.0	8.18811904	0.0	0.0	0.0	10.513574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.722009757	0.0	10.48568601	0.0	0.0	0.0	0.0	0.0	8.021613589	0.0	11.148632	0.0	6.551142464	0.0	10.19136404	0.0	9.575302101	0.0	0.0	9.215525563	5.879719713	0.0	0.0	0.0	9.849158514	0.0	7.21522387	10.30093693	0.0	0.0	8.003127473	8.857858757	0.0	0.0	0.0	0.0	0.0	10.86972147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.54483431	0.0	0.0	0.0	0.0	0.0	7.585829615	0.0	0.0	6.508134082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.08877246	0.0	0.0	0.0	0.0	0.0	0.0	5.987847344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.044791085	7.242094635	2.570508638	0.0	0.0	0.0	8.34050601	0.0	0.0	0.0	0.0	10.0527048	0.0	0.0	0.0	0.0	10.27800423	0.0	0.0	10.53696852	7.267454442	0.0	9.765082384	10.37182699	10.31884217	9.290964191	0.0	7.358446638	0.0	10.43401243	9.078650054	9.579521893	0.0	0.0	0.0	11.33778284	0.0	10.33682636	0.0	9.752301247	0.0	6.369492725	7.311448405	10.62034058	10.68378208	9.739777386	8.813672207	9.960210754	8.017674554	8.735093651	9.05643798	11.45024214	10.87818137	1.493741814	1.535517209	9.39919433	9.116143839	7.644552731	9.160770844	9.184986291	7.349000298	3.571576177
Ly6a	10.41702615	11.45214498	0.0	8.158839505	8.945881692	10.7854681	9.430297919	11.39378244	11.09250022	10.51712555	8.489427792	11.46633281	9.087110157	10.48906303	9.033453899	10.20117446	11.53783849	11.31951521	10.58701031	11.68077429	13.00599558	0.0	11.89727176	9.815055501	8.158463708	7.068840745	8.445082528	0.0	9.656315122	11.95613098	9.967967185	9.366567119	9.580774294	8.492250895	12.08561875	9.104673952	13.09322254	10.19916207	10.11658009	10.55779105	8.008448623	11.2088852	9.769678165	11.53928224	9.782031175	0.0	11.15682642	13.26400479	10.39605513	10.32774672	11.84016272	9.159096528	10.12012318	7.683704391	10.02229806	9.062482024	10.54179788	9.229019009	9.307337473	10.71842923	9.263882894	9.665174909	0.0	9.680447158	7.469522117	10.41821541	9.207305461	8.620849191	11.92262966	10.13589523	8.952585868	7.46434089	10.79738622	8.702788674	0.0	9.28792197	0.0	9.616178968	12.44789333	9.568640918	8.611623638	7.39411264	7.808900233	11.30215808	7.661856439	9.096941756	7.800577906	0.0	10.25040925	11.25006645	0.0	9.763988937	11.59408432	9.619949435	7.509234042	8.782600158	9.494517634	10.07990778	11.15466575	0.0	9.430933857	8.737648882	11.54746205	10.23949894	7.73593565	8.325862982	10.64916937	9.604048771	10.55121357	8.037143437	10.43506325	10.34566294	10.66406272	0.0	11.71379105	8.678126315	9.316213195	10.28587603	9.164656741	11.134544	8.367063016	11.37978392	9.309319485	10.31532989	0.0	11.48462086	9.693458649	9.121488101	0.0	10.59693272	0.0	0.0	10.15393945	11.27991465	10.36379039	8.149178157	11.02437964	7.61458524	9.599318255	9.440663535	9.064630147	7.682509327	8.197568752	11.8312978	10.59133933	9.717212867	7.977885212	0.0	8.41256764	7.607119333	11.68386249	10.12935882	0.0	6.427386512	7.446011495	8.851425175	0.0	0.0	7.766655911	0.370135013	10.92472148	4.985466467	0.0	0.0	0.0	0.618119803	0.0	10.33092068	4.801182741	0.0	0.0	0.0	7.47926733	0.0	0.0	0.0	0.0	7.029627965	0.0	0.0	0.0	0.0	0.0	0.0	7.744455421	9.608765858	0.0	9.824730571	0.0	8.168701632	0.0	0.0	0.0	7.847186536	0.0	7.782247634	0.0	0.0	0.0	7.193215195	0.0	0.0	4.094119471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.079558039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.690112413	0.0	0.0	0.0	7.860191664	0.0	0.0	7.738911861	7.841631942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.775052253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.531948809	0.0
Bax	6.911607733	10.20115689	0.0	9.396073241	0.0	9.91166541	9.844794558	7.836565206	7.393461272	9.388012174	10.02179976	8.247331427	7.587380727	7.321682714	8.694783982	7.901355411	10.43008515	7.343904493	8.347465345	10.45878715	7.84637341	8.217049438	10.59109722	9.054193775	8.143320803	9.573341732	9.018707005	8.43113602	11.10194365	9.038490617	9.812205407	0.0	9.311078037	8.230400282	9.724381596	8.532722139	9.333091698	9.072077738	9.073557697	10.49164154	10.17994408	7.871977745	9.273863603	7.993220747	9.110350601	10.71997449	7.334238592	7.759676947	0.0	8.574846122	0.0	8.36176373	0.0	7.829589691	8.81685031	7.654760308	8.052072218	10.555041	0.0	9.634580992	9.712146297	10.82626734	7.270959936	10.31195772	8.30316421	8.721097375	6.947582827	9.185189803	9.172895812	8.563916698	7.266747496	8.985269833	0.0	0.0	7.595223954	7.9344654	10.02506642	9.153430382	7.855793013	10.15631328	0.0	8.819964392	7.925929184	9.663110083	8.875886918	9.40841055	9.854404352	8.085209023	10.50623189	10.00644635	9.552888278	9.92571086	8.973115492	9.442954877	9.390446887	7.881292459	7.41365271	7.898915107	8.029657912	9.290877543	7.254310615	10.55189738	8.983294449	10.49802199	9.021576446	9.451195862	0.0	9.145669341	7.569568629	10.03392975	9.184375561	10.05840787	10.28781676	9.606254226	7.742075593	10.40987532	8.529719111	8.263031583	8.34845979	8.383726505	10.57987544	8.059133889	8.917217043	8.498258352	9.2127571	9.927594783	8.900947281	8.271751416	11.03052871	6.935831816	9.243490163	9.84290344	6.810008346	8.028357586	8.949521805	8.510068593	10.62515566	9.068923123	8.682404695	8.518506192	9.838337979	9.096450174	10.17635932	0.0	11.97837654	9.76649555	10.22507661	8.382250699	8.934648284	9.383664488	11.00014554	10.47441661	9.931884712	9.615815554	11.98752588	9.29238441	7.961705107	5.200292423	8.24920537	9.721707696	7.887978246	10.64753615	9.756882234	10.85549991	10.46166789	11.2283093	4.707299929	9.522665943	7.521619386	10.05905479	9.317743458	10.95228217	9.354819681	10.69079497	11.97927413	10.03500074	10.94069767	10.84890432	10.44957028	9.920795078	11.53030283	10.94882778	10.57914727	7.953574279	11.73175359	9.980699926	8.930571899	7.80124612	11.60384041	9.724040649	9.96810964	8.901732247	9.269155236	11.07312815	9.326742916	0.0	9.02328441	9.292620668	10.08852755	9.50106947	9.02204677	9.893242805	0.0	8.056909845	10.77099375	7.602687965	9.746614529	9.469946063	10.09563019	9.668350812	10.43234943	10.15330911	10.73922106	10.01480914	10.81641948	10.07515857	8.644983449	11.29550849	9.951419772	7.528718956	8.989866967	11.42919986	9.49115079	10.75147135	10.85032908	10.50628693	10.32937152	8.289829236	11.04006475	12.39829351	11.54893303	11.74572606	12.53049076	9.638190133	9.587570223	11.01098094	11.04530658	9.341165435	11.96344363	11.33576336	10.39426817	10.11690307	0.0	11.15793944	11.90686698	11.18143922	8.809396778	11.16338578	13.2825727	8.571808319	12.1226178	12.54956527	11.45884801	13.37732206	10.29214758	13.16545532	12.61475967	8.600304681	11.67631892	11.84997845	13.67602472	13.3176728	5.643681666	10.1228648	12.45375056	12.06545901	11.73069703	10.62829514	11.91917344	7.779344298	5.714283644
Aebp2	6.552134119	6.141924801	3.055424751	6.16147017	5.465362101	6.149248857	5.388675233	5.297342416	5.424629176	6.402203504	5.501912622	4.295650118	6.579648203	3.62090578	4.814681924	5.015566295	6.227257163	2.42975426	4.976057543	6.105595277	5.889120845	4.6132596	6.72522268	6.541837372	6.538211907	5.342726662	2.467595368	6.845097342	7.31705585	5.259023657	6.416909337	2.655291228	6.007377561	7.060877015	5.391996535	6.042140749	3.658499172	5.572754233	6.227242937	6.904953692	5.757494057	5.72525241	4.843493221	6.298550497	4.740532495	8.345897766	4.382425333	0.0	4.829549645	5.47803291	2.703072227	4.150860646	5.785432986	5.723814208	6.477783986	5.599017953	4.233328112	5.309920905	3.779917338	5.368032857	4.599711605	6.802159965	6.093895355	7.111476002	4.891003635	3.417311425	0.0	4.878807435	6.676749902	4.565522397	5.173535205	6.227057845	4.731092945	3.51409594	6.214632345	5.789384288	6.081892604	4.843373526	5.436575396	6.099972204	5.340391118	3.517066296	4.89324595	6.313080926	5.162827847	4.077247966	4.810027443	4.814213228	6.607304178	2.674669288	6.951145427	6.862992493	5.899159861	6.599691097	6.584004841	7.389057948	6.167642183	6.824132766	5.656407258	4.136757451	4.152144769	6.240056441	7.211004762	5.286740104	6.930257926	5.909256732	5.254624769	9.184270918	4.740416185	5.797684778	4.605442105	5.708331629	7.183732542	6.001282801	6.729761941	7.110910033	5.917839579	6.173996159	5.383569955	7.405240375	5.635655038	5.504085304	4.375706375	4.268226054	6.157137152	7.338678935	6.547352624	6.797089215	7.515335343	2.846270705	6.520330598	6.358773514	7.430123845	7.476657453	3.028912346	4.231137917	6.328310958	3.405940732	7.491060293	8.050117926	6.593328187	7.028270482	9.155468295	7.020461324	5.611686695	4.40332549	5.990942383	3.312063202	4.526481281	3.37419204	6.250859999	5.890097182	7.502895668	6.69194631	7.153114403	5.105570454	7.106168191	7.180065582	6.393190727	6.493783332	5.013597574	5.677583362	6.204178105	7.283431624	5.738165001	8.170323739	5.86194162	7.470939722	6.77999831	6.412066399	2.88970109	6.068903197	6.45212202	6.63622399	8.298360846	6.441385322	7.044768078	6.660122373	6.015319877	5.72944004	7.735718722	4.899546424	4.717742987	8.238603026	7.643185527	7.094039139	4.520064435	4.906147512	5.973493116	7.337080039	5.765836507	7.452769705	7.165454571	7.277405832	5.404879694	4.814756019	3.277178855	5.840231568	6.251657393	7.087522735	5.902176356	5.99828664	4.162964488	5.95408203	7.480105755	4.522175008	4.857183914	6.224896481	6.155423489	6.657500543	7.241465365	6.318049846	6.232850423	4.944437582	4.870969995	5.936867769	6.856761918	6.674572914	6.75277816	3.912756959	5.818441138	7.285373529	3.494393198	7.269342613	7.042435881	7.657346374	6.606661442	5.512898154	7.314764134	7.384124717	7.37000886	7.670684916	8.316571302	5.413684295	7.577131294	7.355054547	4.385923548	5.180759599	7.515627811	6.610807488	7.344357597	7.248104736	2.652503073	7.512430485	7.216272697	6.769452821	8.346403862	7.553626937	8.269539815	6.024971962	5.768438489	6.496229821	6.810052914	9.453909614	6.913104577	7.602916149	5.68775766	6.133975192	8.406479473	8.150324714	8.8914175	8.241095387	4.451411465	5.927731	8.129263344	6.584360405	7.219282302	7.912351434	8.040518814	4.38441532	3.381370925
CD63	9.254820096	8.906508965	8.476436888	8.68190515	7.522325424	9.72740394	9.754491116	9.632728773	9.655238037	9.137756526	9.621195099	9.301824281	9.242435625	9.556481865	8.811591774	7.672475428	10.34295046	9.193755821	7.653681153	8.848691875	9.808180541	8.852519872	10.377284	8.919023358	8.990374389	9.955255393	9.132874961	7.876198026	10.72626105	8.914300956	9.136451362	0.0	9.331952535	8.444195201	9.970012689	7.906335564	9.920717251	8.242931206	9.650123426	9.265294971	8.502967123	9.096083021	9.496577215	9.329376709	9.804436658	9.35075614	8.856556486	6.76753419	9.440681289	9.599767221	8.174556757	9.006689251	9.080042659	8.475181499	9.499503843	8.729369759	8.66779269	11.16072881	9.495858702	10.66870285	7.828748964	10.96961873	8.418420136	9.435276736	8.474865072	7.366518313	6.035280319	8.111866946	9.295135608	9.17428768	7.928815043	8.413249048	9.601383358	9.564638939	9.973327037	9.163779689	9.371334704	0.0	8.149954818	10.18213786	8.764173026	0.0	9.748913064	8.19548328	9.438139575	6.773157987	10.58398522	9.608398914	8.089601348	0.0	5.896221042	8.776395264	8.184993209	8.512859375	9.005585845	10.53747344	8.710859428	9.566802509	6.973975117	8.870082932	7.407863133	8.482117828	6.936679175	10.6830361	7.910597176	7.484712378	4.081448296	0.0	0.0	7.409968875	7.370620151	0.0	7.332740737	0.0	7.777806933	8.465454351	8.648398022	0.0	8.756976698	7.602558396	8.618756444	8.466143995	9.98994613	8.201797638	8.265906057	9.031830081	9.159212563	0.0	9.611244096	8.150456516	0.0	10.94961278	8.834123352	9.137168169	9.218439018	8.92318354	9.557170762	8.429361238	8.247225904	9.001730203	9.245788787	0.0	7.537942422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.618792732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.048571863	7.200999224	0.0	6.275737887	10.94839229	8.685212517	7.665985451	10.13429635	0.0	8.096457922	11.20037402	11.16996217	9.431147663	9.080128809	10.90634352	9.901353978	7.165926103	9.026778045	8.155713652	6.88604238	9.795338895	0.0	10.55039107	7.736098617	0.0	9.461349038	7.190874831	0.0	9.416805028	10.15925243	5.955395232	6.989262908	10.11431042	6.067426648	6.943983941	9.24084619	0.0	6.925198884	9.145193865	0.0	7.742591278	9.322907794	9.531621019	7.281967	9.050850619	0.0	8.647401705	9.211983137	10.09995548	0.0	0.0	10.1918146	0.0	6.545619104	7.839108395	7.727652222	4.848289683	8.266253089	0.0	11.07956564	12.75218192	11.62948707	10.5705397	5.836690834	10.67910607	11.16606191	9.500293597	11.84179859	11.56746315	8.938419539	12.14655401	0.0	5.483066787	0.0	0.0	13.77773727	0.0	12.04172263	0.0	10.41356622	0.0	0.0	0.0	7.83187662	0.0	6.098300774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.481275446	7.699327439	0.0	0.0	0.0
Cdkn2a	0.0	0.0	5.299092803	0.0	0.0	0.0	4.408248656	5.189251259	0.0	0.0	0.0	4.242738476	0.049492614	0.0	5.55091804	0.0	0.0	0.0	0.0	3.203529485	0.0	0.0	0.0	0.0	3.38124937	6.717951593	0.0	6.493252007	0.0	0.0	0.0	5.663169356	0.0	0.0	0.0	0.0	7.036059458	0.0	0.0	0.0	7.256964208	2.748890322	7.080062561	6.89410577	0.0	2.557935068	0.0	0.0	2.63538324	0.0	2.184148528	0.0	0.0	8.13892876	0.373986539	0.0	6.425283707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.751516133	0.0	5.815231333	0.0	0.0	0.0	0.0	2.992473263	0.0	0.0	3.112879872	0.0	0.0	0.0	0.0	0.0	0.0	4.999823636	3.898172715	0.0	0.0	0.0	6.366479534	4.179282406	4.376000636	0.0	0.0	0.0	0.0	0.0	3.138917465	0.0	0.864077155	0.0	0.0	0.0	0.0	2.99870728	5.707979791	0.0	0.0	0.0	0.0	5.462661695	5.084786407	0.0	6.61500913	0.0	0.0	0.0	1.605678277	3.607185835	0.0	0.0	0.0	3.080006335	6.123207361	0.0	0.0	0.0	0.0	6.46701293	0.0	6.61662353	5.685356033	0.0	0.005191523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.298617949	6.562988645	5.102892674	0.0	0.476748558	0.0	2.302430878	7.00262808	0.0	3.463303908	0.0	3.57525028	0.0	0.0	2.709172946	7.232264001	0.0	5.957509244	0.0	0.0	0.0	7.514828354	0.0	0.0	0.0	0.0	0.0	6.523276754	0.0	0.0	0.0	0.0	0.0	0.0	1.477906646	2.321662893	1.313674113	0.0	0.0	0.0	0.0	0.0	0.0	3.782222943	0.0	0.0	0.0	0.0	0.0	0.0	2.228194936	0.975599141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.037352312	2.939819042	4.794257423	0.0	1.566099692	0.761200308	0.0	0.0	0.0	0.0	0.0	3.03161521	0.0	0.623146115	5.800813274	0.0	6.864173064	5.815794392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.965727551	0.0	0.633762074	0.0	3.834623135	5.501997502	7.233542501	0.0	0.0	0.0	6.711936078	0.0	0.978759836	0.0	0.0	0.0	5.098855429	0.264996871	0.0	0.0	0.0	6.418952474	1.544373447	5.781044905	0.0	0.0	0.0	0.0	2.108100306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.778107851	5.409104876	0.0
